"Pt-0","true","35.985066082905","5.202056245121343","55.29424907070565","18.764600043536635"
"Pt-1","true","47.18422151229848","8.548145367318174","66.07308003475912","22.60658380860254"
"Pt-2","true","43.15525705904107","2.7437050533032616","62.187076086516136","17.61029301800442"
"Pt-3","true","44.24785758873799","31.492756490953592","60.66043167827782","45.36746407688286"
"Pt-4","true","12.903879893057464","29.44413049777186","28.878470815862006","41.0651025627567"
"Pt-5","true","13.859905356542274","24.322565514817526","32.76447476410499","35.7912400615698"
"Pt-6","true","54.01297482290426","23.57140265065089","71.20815668065163","38.42817131216325"
"Pt-7","true","42.47238172798049","19.20100053186319","61.215575099455386","33.154308810976346"
"Pt-8","true","20.00578333608748","4.587468447166822","41.369197792357305","16.2224344650605"
"Pt-9","true","19.93749580298142","11.48450929087866","39.42619581823581","23.578084795663287"
"Pt-10","true","17.684007210481514","5.406918844439517","37.62197969940871","16.777577886238067"
