"Pt-0","true","39.64338617839042","4.5618995991545","57.475661525206505","19.765126034417353"
"Pt-1","true","47.7204397517112","8.557915577534253","64.15564387608659","23.428342162319336"
"Pt-2","true","42.87420760771873","5.072029298522128","61.26576967463139","20.736299616466834"
"Pt-3","true","43.809445389892716","34.48950862872202","59.84597784326073","49.2863383592745"
"Pt-5","true","15.327203841866805","7.877742645044083","33.05984221457571","21.89120027273237"
"Pt-6","true","50.61117471479443","13.574190954649268","67.38789340070598","29.24639130663425"
"Pt-7","true","43.46935892364763","25.307174040104716","60.061461144902026","39.80507308705761"
"Pt-8","true","19.238198203685286","28.623017085994302","36.57378126600108","43.2528059133183"
"Pt-9","true","22.809106099258685","10.428391141882223","40.04855993938529","24.45097704686868"
"Pt-10","true","25.69984106234191","3.796705050103056","43.715077887778975","18.286200556577036"
