"Pt-0","true","36.63919474861479","3.717342110184803","56.950108743150906","19.204936060135047"
"Pt-1","true","45.37590855159482","8.178642775536307","64.60692652480984","23.799026729130404"
"Pt-2","true","41.193439177827784","5.390329859691618","61.26576967463139","20.736299616466834"
"Pt-3","true","41.9369892887197","30.57808986615532","60.430480462086784","45.93419086156258"
"Pt-4","true","10.614940867397676","28.626270825064037","28.616555635794032","41.658723897926045"
"Pt-5","true","12.845591200073429","7.899811483951839","33.42279592314438","22.267663172798617"
"Pt-6","true","50.76664685556122","12.082280857718875","69.60049266376697","28.037100537987698"
"Pt-7","true","41.0075516501048","26.209732964665303","60.108305340910995","40.92933379127305"
"Pt-8","true","16.19156669908706","27.696833186449137","36.20709329829308","41.61852993008209"
"Pt-9","true","19.537542198100688","10.781068163658016","39.269820410956655","25.748034891734495"
"Pt-10","true","21.2105299476075","3.252623290877355","41.36097147971081","18.236554238835744"
